Id_Rssd,Type,N,asOfDate
2380443,Non-deposit Trust Company - Member,1,2008-12-31
2380443,Non-deposit Trust Company - Non- member,1,2008-12-31
2380443,Bank Holding Company,4,2009-03-31
2380443,Securities Broker/Dealer,5,2009-03-31
2380443,Domestic Entity Other,1800,2009-03-31
2380443,International Nonbank Sub of Domestic Entities,1559,2009-03-31
2380443,Foreign Entity Other,5,2009-03-31
2380443,Data Processing Servicer,1,2009-03-31
2380443,Foreign Banking Organization,1,2009-03-31
2380443,State Member Bank,1,2009-03-31
2380443,Finance Company,3,2009-03-31
2380443,Non-deposit Trust Company - Member,1,2009-03-31
2380443,Non-deposit Trust Company - Non- member,1,2009-03-31
2380443,Bank Holding Company,4,2009-06-30
2380443,Securities Broker/Dealer,5,2009-06-30
2380443,Domestic Entity Other,1826,2009-06-30
2380443,International Nonbank Sub of Domestic Entities,1592,2009-06-30
2380443,Foreign Entity Other,5,2009-06-30
2380443,Data Processing Servicer,1,2009-06-30
2380443,Foreign Banking Organization,1,2009-06-30
2380443,State Member Bank,1,2009-06-30
2380443,Non-deposit Trust Company - Member,1,2009-06-30
2380443,Non-deposit Trust Company - Non- member,1,2009-06-30
2380443,Finance Company,2,2009-06-30
2380443,Financial Holding Company - Domestic,1,2009-09-30
2380443,Securities Broker/Dealer,5,2009-09-30
2380443,Bank Holding Company,3,2009-09-30
2380443,Domestic Entity Other,1859,2009-09-30
2380443,International Nonbank Sub of Domestic Entities,1625,2009-09-30
2380443,Foreign Entity Other,9,2009-09-30
2380443,Data Processing Servicer,1,2009-09-30
2380443,Foreign Banking Organization,1,2009-09-30
2380443,State Member Bank,1,2009-09-30
2380443,Non-deposit Trust Company - Member,1,2009-09-30
2380443,Non-deposit Trust Company - Non- member,1,2009-09-30
2380443,Finance Company,2,2009-09-30
2380443,Financial Holding Company - Domestic,1,2009-12-31
2380443,Securities Broker/Dealer,5,2009-12-31
2380443,Bank Holding Company,3,2009-12-31
2380443,Domestic Entity Other,1866,2009-12-31
2380443,International Nonbank Sub of Domestic Entities,1632,2009-12-31
2380443,Foreign Entity Other,9,2009-12-31
2380443,Data Processing Servicer,1,2009-12-31
2380443,Foreign Banking Organization,1,2009-12-31
2380443,State Member Bank,1,2009-12-31
2380443,Non-deposit Trust Company - Member,1,2009-12-31
2380443,Non-deposit Trust Company - Non- member,1,2009-12-31
2380443,Finance Company,2,2009-12-31
2380443,Financial Holding Company - Domestic,1,2010-03-31
2380443,Securities Broker/Dealer,5,2010-03-31
2380443,Bank Holding Company,3,2010-03-31
2380443,Domestic Entity Other,1896,2010-03-31
2380443,International Nonbank Sub of Domestic Entities,1659,2010-03-31
2380443,Foreign Entity Other,10,2010-03-31
2380443,Data Processing Servicer,1,2010-03-31
2380443,Foreign Banking Organization,1,2010-03-31
2380443,State Member Bank,1,2010-03-31
2380443,Non-deposit Trust Company - Member,1,2010-03-31
2380443,Non-deposit Trust Company - Non- member,1,2010-03-31
2380443,Finance Company,2,2010-03-31
2380443,Financial Holding Company - Domestic,1,2010-06-30
2380443,Securities Broker/Dealer,5,2010-06-30
2380443,Bank Holding Company,3,2010-06-30
2380443,Domestic Entity Other,1910,2010-06-30
2380443,International Nonbank Sub of Domestic Entities,1646,2010-06-30
2380443,Foreign Entity Other,11,2010-06-30
2380443,Data Processing Servicer,1,2010-06-30
2380443,Foreign Banking Organization,1,2010-06-30
2380443,State Member Bank,1,2010-06-30
2380443,Non-deposit Trust Company - Member,1,2010-06-30
2380443,Non-deposit Trust Company - Non- member,1,2010-06-30
2380443,Finance Company,2,2010-06-30
2380443,Financial Holding Company - Domestic,1,2010-09-30
2380443,Securities Broker/Dealer,5,2010-09-30
2380443,Bank Holding Company,2,2010-09-30
2380443,Domestic Entity Other,1903,2010-09-30
2380443,International Nonbank Sub of Domestic Entities,1672,2010-09-30
2380443,Foreign Entity Other,17,2010-09-30
2380443,Data Processing Servicer,1,2010-09-30
2380443,Foreign Banking Organization,1,2010-09-30
2380443,State Member Bank,1,2010-09-30
2380443,Non-deposit Trust Company - Member,1,2010-09-30
2380443,Non-deposit Trust Company - Non- member,1,2010-09-30
2380443,Finance Company,2,2010-09-30
2380443,Financial Holding Company - Domestic,1,2010-12-31
2380443,Securities Broker/Dealer,6,2010-12-31
2380443,Bank Holding Company,2,2010-12-31
2380443,Domestic Entity Other,1914,2010-12-31
2380443,International Nonbank Sub of Domestic Entities,1701,2010-12-31
2380443,Foreign Entity Other,16,2010-12-31
2380443,Data Processing Servicer,1,2010-12-31
2380443,Foreign Banking Organization,1,2010-12-31
2380443,State Member Bank,1,2010-12-31
2380443,Non-deposit Trust Company - Member,1,2010-12-31
2380443,Non-deposit Trust Company - Non- member,1,2010-12-31
2380443,Finance Company,2,2010-12-31
2380443,Financial Holding Company - Domestic,1,2011-03-31
2380443,Securities Broker/Dealer,6,2011-03-31
2380443,Bank Holding Company,2,2011-03-31
2380443,Domestic Entity Other,1941,2011-03-31
2380443,International Nonbank Sub of Domestic Entities,1731,2011-03-31
2380443,Foreign Entity Other,16,2011-03-31
2380443,Data Processing Servicer,1,2011-03-31
2380443,Foreign Banking Organization,1,2011-03-31
2380443,State Member Bank,1,2011-03-31
2380443,Non-deposit Trust Company - Member,1,2011-03-31
2380443,Non-deposit Trust Company - Non- member,1,2011-03-31
2380443,Finance Company,2,2011-03-31
2380443,Financial Holding Company - Domestic,1,2011-06-30
2380443,Securities Broker/Dealer,6,2011-06-30
2380443,Bank Holding Company,2,2011-06-30
2380443,Domestic Entity Other,1910,2011-06-30
2380443,International Nonbank Sub of Domestic Entities,1754,2011-06-30
2380443,Foreign Entity Other,16,2011-06-30
2380443,Data Processing Servicer,1,2011-06-30
2380443,State Member Bank,1,2011-06-30
2380443,Non-deposit Trust Company - Member,1,2011-06-30
2380443,Non-deposit Trust Company - Non- member,1,2011-06-30
2380443,Finance Company,1,2011-06-30
2380443,Financial Holding Company - Domestic,1,2011-09-30
2380443,Securities Broker/Dealer,6,2011-09-30
2380443,Bank Holding Company,2,2011-09-30
2380443,Domestic Entity Other,1918,2011-09-30
2380443,International Nonbank Sub of Domestic Entities,1796,2011-09-30
2380443,Foreign Entity Other,24,2011-09-30
2380443,Data Processing Servicer,1,2011-09-30
2380443,State Member Bank,1,2011-09-30
2380443,Non-deposit Trust Company - Member,1,2011-09-30
2380443,Non-deposit Trust Company - Non- member,1,2011-09-30
2380443,Financial Holding Company - Domestic,1,2011-12-31
2380443,Securities Broker/Dealer,6,2011-12-31
2380443,Bank Holding Company,2,2011-12-31
2380443,Domestic Entity Other,1907,2011-12-31
2380443,International Nonbank Sub of Domestic Entities,1823,2011-12-31
2380443,Foreign Entity Other,24,2011-12-31
2380443,Data Processing Servicer,3,2011-12-31
2380443,State Member Bank,1,2011-12-31
2380443,Non-deposit Trust Company - Member,1,2011-12-31
2380443,Non-deposit Trust Company - Non- member,1,2011-12-31
2380443,Financial Holding Company - Domestic,1,2012-03-31
2380443,Securities Broker/Dealer,4,2012-03-31
2380443,Bank Holding Company,2,2012-03-31
2380443,Domestic Entity Other,1916,2012-03-31
2380443,International Nonbank Sub of Domestic Entities,1818,2012-03-31
2380443,Foreign Entity Other,23,2012-03-31
2380443,Data Processing Servicer,3,2012-03-31
2380443,State Member Bank,1,2012-03-31
2380443,Non-deposit Trust Company - Member,1,2012-03-31
2380443,Non-deposit Trust Company - Non- member,1,2012-03-31
2380443,Financial Holding Company - Domestic,1,2012-06-30
2380443,Securities Broker/Dealer,5,2012-06-30
2380443,Bank Holding Company,2,2012-06-30
2380443,Domestic Entity Other,1975,2012-06-30
2380443,International Nonbank Sub of Domestic Entities,1904,2012-06-30
2380443,Foreign Entity Other,23,2012-06-30
2380443,Data Processing Servicer,3,2012-06-30
2380443,State Member Bank,1,2012-06-30
2380443,Non-deposit Trust Company - Member,1,2012-06-30
2380443,Non-deposit Trust Company - Non- member,1,2012-06-30
2380443,Financial Holding Company - Domestic,1,2012-09-30
2380443,Securities Broker/Dealer,5,2012-09-30
2380443,Bank Holding Company,2,2012-09-30
2380443,Domestic Entity Other,2022,2012-09-30
2380443,International Nonbank Sub of Domestic Entities,1904,2012-09-30
2380443,Foreign Entity Other,23,2012-09-30
2380443,Data Processing Servicer,3,2012-09-30
2380443,State Member Bank,1,2012-09-30
2380443,Non-deposit Trust Company - Member,1,2012-09-30
2380443,Non-deposit Trust Company - Non- member,1,2012-09-30
2380443,Financial Holding Company - Domestic,1,2012-12-31
2380443,Securities Broker/Dealer,5,2012-12-31
2380443,Bank Holding Company,2,2012-12-31
2380443,Domestic Entity Other,1983,2012-12-31
2380443,International Nonbank Sub of Domestic Entities,1850,2012-12-31
2380443,Foreign Entity Other,24,2012-12-31
2380443,Data Processing Servicer,3,2012-12-31
2380443,State Member Bank,1,2012-12-31
2380443,Non-deposit Trust Company - Member,1,2012-12-31
2380443,Non-deposit Trust Company - Non- member,1,2012-12-31
2380443,Financial Holding Company - Domestic,1,2013-03-31
2380443,Securities Broker/Dealer,5,2013-03-31
2380443,Bank Holding Company,2,2013-03-31
2380443,Domestic Entity Other,1969,2013-03-31
2380443,International Nonbank Sub of Domestic Entities,1804,2013-03-31
2380443,Foreign Entity Other,23,2013-03-31
2380443,Data Processing Servicer,3,2013-03-31
2380443,State Member Bank,1,2013-03-31
2380443,Non-deposit Trust Company - Member,1,2013-03-31
2380443,Non-deposit Trust Company - Non- member,1,2013-03-31
2380443,Financial Holding Company - Domestic,1,2013-06-30
2380443,Securities Broker/Dealer,5,2013-06-30
2380443,Bank Holding Company,2,2013-06-30
2380443,Domestic Entity Other,2005,2013-06-30
2380443,International Nonbank Sub of Domestic Entities,1820,2013-06-30
2380443,Foreign Entity Other,21,2013-06-30
2380443,Data Processing Servicer,3,2013-06-30
2380443,State Member Bank,1,2013-06-30
2380443,Non-deposit Trust Company - Member,1,2013-06-30
2380443,Non-deposit Trust Company - Non- member,1,2013-06-30
2380443,Financial Holding Company - Domestic,1,2013-09-30
2380443,Securities Broker/Dealer,5,2013-09-30
2380443,Bank Holding Company,2,2013-09-30
2380443,Domestic Entity Other,1996,2013-09-30
2380443,International Nonbank Sub of Domestic Entities,1827,2013-09-30
2380443,Foreign Entity Other,21,2013-09-30
2380443,Data Processing Servicer,3,2013-09-30
2380443,State Member Bank,1,2013-09-30
2380443,Non-deposit Trust Company - Member,1,2013-09-30
2380443,Non-deposit Trust Company - Non- member,1,2013-09-30
2380443,Financial Holding Company - Domestic,1,2013-12-31
2380443,Securities Broker/Dealer,5,2013-12-31
2380443,Bank Holding Company,2,2013-12-31
2380443,Domestic Entity Other,1898,2013-12-31
2380443,International Nonbank Sub of Domestic Entities,1792,2013-12-31
2380443,Foreign Entity Other,26,2013-12-31
2380443,Data Processing Servicer,3,2013-12-31
2380443,State Member Bank,1,2013-12-31
2380443,Non-deposit Trust Company - Member,1,2013-12-31
2380443,Non-deposit Trust Company - Non- member,1,2013-12-31
2380443,Financial Holding Company - Domestic,1,2014-03-31
2380443,Securities Broker/Dealer,5,2014-03-31
2380443,Bank Holding Company,2,2014-03-31
2380443,Domestic Entity Other,1911,2014-03-31
2380443,International Nonbank Sub of Domestic Entities,1814,2014-03-31
2380443,Foreign Entity Other,25,2014-03-31
2380443,Data Processing Servicer,3,2014-03-31
2380443,State Member Bank,1,2014-03-31
2380443,Non-deposit Trust Company - Member,1,2014-03-31
2380443,Non-deposit Trust Company - Non- member,1,2014-03-31
2380443,Financial Holding Company - Domestic,1,2014-06-30
2380443,Securities Broker/Dealer,5,2014-06-30
2380443,Bank Holding Company,2,2014-06-30
2380443,Domestic Entity Other,1909,2014-06-30
2380443,International Nonbank Sub of Domestic Entities,1808,2014-06-30
2380443,Foreign Entity Other,26,2014-06-30
2380443,Data Processing Servicer,3,2014-06-30
2380443,State Member Bank,1,2014-06-30
2380443,Non-deposit Trust Company - Member,1,2014-06-30
2380443,Non-deposit Trust Company - Non- member,1,2014-06-30
2380443,Financial Holding Company - Domestic,1,2014-09-30
2380443,Securities Broker/Dealer,4,2014-09-30
2380443,Bank Holding Company,2,2014-09-30
2380443,Domestic Entity Other,1908,2014-09-30
2380443,International Nonbank Sub of Domestic Entities,1792,2014-09-30
2380443,Foreign Entity Other,26,2014-09-30
2380443,Data Processing Servicer,21,2014-09-30
2380443,State Member Bank,1,2014-09-30
2380443,Non-deposit Trust Company - Member,1,2014-09-30
2380443,Non-deposit Trust Company - Non- member,1,2014-09-30
2380443,Financial Holding Company - Domestic,1,2014-12-31
2380443,Securities Broker/Dealer,4,2014-12-31
2380443,Bank Holding Company,2,2014-12-31
2380443,Domestic Entity Other,1775,2014-12-31
2380443,International Nonbank Sub of Domestic Entities,1723,2014-12-31
2380443,Foreign Entity Other,26,2014-12-31
2380443,Data Processing Servicer,22,2014-12-31
2380443,State Member Bank,1,2014-12-31
2380443,Non-deposit Trust Company - Member,1,2014-12-31
2380443,Non-deposit Trust Company - Non- member,1,2014-12-31
2380443,Financial Holding Company - Domestic,1,2015-03-31
2380443,Securities Broker/Dealer,4,2015-03-31
2380443,Bank Holding Company,1,2015-03-31
2380443,Domestic Entity Other,1744,2015-03-31
2380443,International Nonbank Sub of Domestic Entities,1687,2015-03-31
2380443,Foreign Entity Other,23,2015-03-31
2380443,Data Processing Servicer,22,2015-03-31
2380443,State Member Bank,1,2015-03-31
2380443,Non-deposit Trust Company - Member,1,2015-03-31
2380443,Non-deposit Trust Company - Non- member,1,2015-03-31
2380443,Financial Holding Company - Domestic,1,2015-06-30
2380443,Securities Broker/Dealer,4,2015-06-30
2380443,Bank Holding Company,1,2015-06-30
2380443,Domestic Entity Other,1635,2015-06-30
2380443,International Nonbank Sub of Domestic Entities,1573,2015-06-30
2380443,Foreign Entity Other,25,2015-06-30
2380443,Data Processing Servicer,23,2015-06-30
2380443,State Member Bank,1,2015-06-30
2380443,Non-deposit Trust Company - Member,1,2015-06-30
2380443,Non-deposit Trust Company - Non- member,1,2015-06-30
2380443,Financial Holding Company - Domestic,1,2015-09-30
2380443,Securities Broker/Dealer,4,2015-09-30
2380443,Bank Holding Company,1,2015-09-30
2380443,Domestic Entity Other,1625,2015-09-30
2380443,International Nonbank Sub of Domestic Entities,1528,2015-09-30
2380443,Foreign Entity Other,22,2015-09-30
2380443,Data Processing Servicer,23,2015-09-30
2380443,State Member Bank,1,2015-09-30
2380443,Non-deposit Trust Company - Member,1,2015-09-30
2380443,Non-deposit Trust Company - Non- member,1,2015-09-30
2380443,Financial Holding Company - Domestic,1,2015-12-31
2380443,Securities Broker/Dealer,4,2015-12-31
2380443,Domestic Entity Other,1571,2015-12-31
2380443,International Nonbank Sub of Domestic Entities,1440,2015-12-31
2380443,Foreign Entity Other,20,2015-12-31
2380443,Data Processing Servicer,23,2015-12-31
2380443,State Member Bank,1,2015-12-31
2380443,Non-deposit Trust Company - Member,1,2015-12-31
2380443,Non-deposit Trust Company - Non- member,1,2015-12-31
2380443,Financial Holding Company - Domestic,1,2016-03-31
2380443,Securities Broker/Dealer,4,2016-03-31
2380443,Domestic Entity Other,1587,2016-03-31
2380443,International Nonbank Sub of Domestic Entities,1421,2016-03-31
2380443,Foreign Entity Other,19,2016-03-31
2380443,Data Processing Servicer,23,2016-03-31
2380443,State Member Bank,1,2016-03-31
2380443,Non-deposit Trust Company - Member,1,2016-03-31
2380443,Non-deposit Trust Company - Non- member,1,2016-03-31
2380443,Financial Holding Company - Domestic,1,2016-06-30
2380443,Securities Broker/Dealer,4,2016-06-30
2380443,Domestic Entity Other,1574,2016-06-30
2380443,International Nonbank Sub of Domestic Entities,1397,2016-06-30
2380443,Foreign Entity Other,19,2016-06-30
2380443,Data Processing Servicer,24,2016-06-30
2380443,State Member Bank,1,2016-06-30
2380443,Non-deposit Trust Company - Member,1,2016-06-30
2380443,Non-deposit Trust Company - Non- member,1,2016-06-30
2380443,Financial Holding Company - Domestic,1,2016-09-30
2380443,Securities Broker/Dealer,4,2016-09-30
2380443,Domestic Entity Other,1548,2016-09-30
2380443,International Nonbank Sub of Domestic Entities,1355,2016-09-30
2380443,Foreign Entity Other,16,2016-09-30
2380443,Data Processing Servicer,24,2016-09-30
2380443,State Member Bank,1,2016-09-30
2380443,Non-deposit Trust Company - Member,1,2016-09-30
2380443,Non-deposit Trust Company - Non- member,1,2016-09-30
2380443,Financial Holding Company - Domestic,1,2016-12-28
2380443,Securities Broker/Dealer,4,2016-12-28
2380443,Domestic Entity Other,1536,2016-12-28
2380443,International Nonbank Sub of Domestic Entities,1337,2016-12-28
2380443,Foreign Entity Other,15,2016-12-28
2380443,Data Processing Servicer,24,2016-12-28
2380443,State Member Bank,1,2016-12-28
2380443,Non-deposit Trust Company - Member,1,2016-12-28
2380443,Non-deposit Trust Company - Non- member,1,2016-12-28
2816906,Intermediate Holding Companies,1,2016-12-28
2816906,Financial Holding Company - Domestic,1,2016-12-28
2816906,Domestic Entity Other,140,2016-12-28
2816906,International Nonbank Sub of Domestic Entities,13,2016-12-28
2816906,Non-deposit Trust Company - Member,2,2016-12-28
2816906,State Member Bank,1,2016-12-28
2816906,Non-member Bank,1,2016-12-28
2816906,Securities Broker/Dealer,2,2016-12-28
2816906,Non-deposit Trust Company - Non- member,1,2016-12-28
2816906,Finance Company,1,2016-12-28
2816906,Data Processing Servicer,1,2016-12-28
3226762,Intermediate Holding Companies,1,2016-12-28
3226762,National Bank,2,2016-12-28
3226762,Securities Broker/Dealer,3,2016-12-28
3226762,Domestic Entity Other,77,2016-12-28
3226762,Finance Company,2,2016-12-28
3226762,International Nonbank Sub of Domestic Entities,1,2016-12-28
3226762,Non-deposit Trust Company - Non- member,1,2016-12-28
3232316,Intermediate Holding Companies,1,2016-12-28
3232316,Financial Holding Company - Domestic,1,2016-12-28
3232316,Finance Company,36,2016-12-28
3232316,National Bank,2,2016-12-28
3232316,Edge Corporation - Banking,1,2016-12-28
3232316,International Nonbank Sub of Domestic Entities,1,2016-12-28
3232316,Domestic Entity Other,36,2016-12-28
3232316,Edge Corporation - Investment,1,2016-12-28
3232316,Securities Broker/Dealer,1,2016-12-28
3242838,Financial Holding Company - Domestic,1,2016-12-28
3242838,State Member Bank,1,2016-12-28
3242838,Domestic Entity Other,41,2016-12-28
3242838,Finance Company,4,2016-12-28
3242838,Securities Broker/Dealer,2,2016-12-28
3587146,Financial Holding Company - Domestic,2,2016-12-28
3587146,National Bank,2,2016-12-28
3587146,International Nonbank Sub of Domestic Entities,374,2016-12-28
3587146,Domestic Entity Other,407,2016-12-28
3587146,Finance Company,2,2016-12-28
3587146,Securities Broker/Dealer,9,2016-12-28
3587146,Data Processing Servicer,10,2016-12-28
3587146,State Member Bank,1,2016-12-28
3587146,Edge Corporation - Investment,2,2016-12-28
3587146,International Bank of U.S. Depository - Edge or Trust Co.,2,2016-12-28
3587146,Non-deposit Trust Company - Non- member,2,2016-12-28
3587146,Non-member Bank,1,2016-12-28
3606542,Intermediate Holding Companies,1,2016-12-28
3606542,Financial Holding Company - Domestic,1,2016-12-28
3606542,National Bank,2,2016-12-28
3606542,Domestic Entity Other,82,2016-12-28
3606542,Finance Company,4,2016-12-28
3606542,International Nonbank Sub of Domestic Entities,2,2016-12-28
3840207,Savings & Loan Holding Company,1,2016-12-28
3840207,Federal Savings Bank,1,2016-12-28
3840207,Domestic Entity Other,75,2016-12-28
3840207,Securities Broker/Dealer,1,2016-12-28
3840207,Foreign Entity Other,1,2016-12-28
3981856,Intermediate Holding Companies,1,2016-12-28
3981856,Edge Corporation - Banking,1,2016-12-28
3981856,Domestic Entity Other,120,2016-12-28
3981856,Finance Company,1,2016-12-28
3981856,National Bank,1,2016-12-28
3981856,Agreement Corporation - Investment,2,2016-12-28
3981856,International Nonbank Sub of Domestic Entities,1,2016-12-28
3981856,Securities Broker/Dealer,2,2016-12-28
3981856,Financial Holding Company - Domestic,1,2016-12-28
3981856,Non-member Bank,1,2016-12-28
4846998,Intermediate Holding Companies,1,2016-12-28
4846998,Securities Broker/Dealer,2,2016-12-28
4846998,Domestic Entity Other,86,2016-12-28
4846998,Finance Company,4,2016-12-28
4846998,Non-member Bank,1,2016-12-28
4846998,Non-deposit Trust Company - Non- member,1,2016-12-28
4846998,Foreign Entity Other,1,2016-12-28
5006575,Intermediate Holding Companies,1,2016-12-28
5006575,Bank Holding Company,1,2016-12-28
5006575,Non-member Bank,1,2016-12-28
5006575,Domestic Entity Other,54,2016-12-28
5006575,International Nonbank Sub of Domestic Entities,9,2016-12-28
5006575,Securities Broker/Dealer,1,2016-12-28
5006575,Finance Company,1,2016-12-28
